CodigoEscola;CodigoPredioOrigem;Curso;Disciplina;Vagas;Periodo;Professor;SIAPE;DiaSemana;HoraInicio;HoraFim;CodigoSalaFixa
5;1;Bacharelado em Museologia;Antropologia Cultural;40;2;Amir Geiger;0;2;18;22;0
5;1;Bacharelado em Museologia;Epistemologia;60;2;Kherian Gracher;0;5;14;18;0
5;1;Bacharelado em Museologia;Epistemologia;40;2;Charles Feitosa;0;3;18;22;0
5;1;Bacharelado em Museologia;Museologia e Preservacao I;50;2;Junia Silva;0;6;14;17;0
5;1;Bacharelado em Museologia;Museologia I;40;2;Priscilla Arigoni;1681840;5;9;12;0
5;1;Bacharelado em Museologia;Museologia I;40;2;Priscilla Arigoni;1681840;5;12;13;0
5;1;Bacharelado em Museologia;Museologia I;40;2;Ludmila Costa;0;6;18;22;0
5;1;Bacharelado em Museologia;Antropologia Cultural no Brasil;50;3;Natalia Lago;0;5;8;12;0
5;1;Bacharelado em Museologia;Antropologia nos Museus;50;3;Regina Abreu;0;5;14;17;0
5;1;Bacharelado em Museologia;Antropologia nos Museus;50;8;Regina Abreu;0;4;18;21;0
5;1;Bacharelado em Museologia;Arqueologia e Museus;30;3;Alejandra Saladino;0;2;14;17;0
5;1;Bacharelado em Museologia;Museologia e Preservacao II;50;3;Junia Silva;0;4;14;18;0
5;1;Bacharelado em Museologia;Museologia e Preservacao II;40;4;Miriam Oliveira;0;4;18;22;0
5;1;Bacharelado em Museologia;Museologia II;50;3;Anaildo Baracal;0;3;14;18;0
5;1;Bacharelado em Museologia;História Moderna II;60;4;Christiane Pagano;1514631;3;9;12;0
5;1;Bacharelado em Museologia;História Moderna II;60;4;Christiane Pagano;1514631;3;12;13;0
5;1;Bacharelado em Museologia;História Moderna II;60;4;Claudia Regina;0;3;18;22;0
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental I;60;2;Ivan Coelho de Sa;1122061;3;10;12;91313
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental I;60;2;Ivan Coelho de Sa;1122061;4;10;12;91313
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental II;50;3;Alexandre Pessoa;0;6;9;12;91312
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental II;40;4;Alexandre Pessoa;0;2;18;21;91312
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental III;50;4;Cecilia Ewbank;0;5;14;18;91314
5;1;Bacharelado em Museologia;Museologia e Arte Brasileira II;40;3;Miriam Oliveira;0;4;9;12;91312
5;1;Bacharelado em Museologia;Museologia e Arte Brasileira II;40;8;Marcia Valeria;0;3;18;21;91312
5;1;Bacharelado em Museologia;Museologia e Arte Brasileira III;30;7;Vinicius Zacarias;0;3;14;17;91313
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental IV;30;6;Manon Salles;3434620;5;9;12;91313
5;1;Bacharelado em Museologia;Museologia e Arte Ocidental IV;30;6;Manon Salles;3434620;5;12;13;91313
#5;1;Bacharelado em Museologia;Museologia e Arte Ocidental IV;30;6;Manon Salles;3434620;6;18;22;91313
5;1;Bacharelado em Museologia;Museologia e Comunicação I;50;4;Elton Souza;0;3;14;17;0
5;1;Bacharelado em Museologia;Museologia e Comunicação I;40;6;Elton Souza;0;3;18;21;0
5;1;Bacharelado em Museologia;Museologia III;50;4;Mario Chagas;0;4;14;17;0
5;1;Bacharelado em Museologia;Museologia III;40;4;Mario Chagas e Vinicius Zacarias;0;5;18;21;0
5;1;Bacharelado em Museologia;História Contemporânea I;60;5;Edgar Leite;0;5;8;12;0
5;1;Bacharelado em Museologia;História do Brasil I;60;5;Marcos Sanches Guimaraes;398797;6;9;12;0
5;1;Bacharelado em Museologia;História do Brasil I;60;5;Marcos Sanches Guimaraes;398797;6;12;13;0
5;1;Bacharelado em Museologia;Museologia e Comunicação II;30;5;Julia Moraes;0;2;9;12;0
5;1;Bacharelado em Museologia;Museologia e Educação;30;6;Andrea Costa;0;3;13;16;0
5;1;Bacharelado em Museologia;Museologia e Educação;30;10;Andrea Costa;0;3;18;21;0
5;1;Bacharelado em Museologia;Museologia IV;40;5;Marcio Rangel;0;3;14;17;0
5;1;Bacharelado em Museologia;Fund de Geologia e Paleontologia;30;6;Thiago Carelli;0;5;14;17;0
5;1;Bacharelado em Museologia;História do Brasil II;60;6;Edgar Leite;0;3;8;12;0
5;1;Bacharelado em Museologia;História do Brasil II;60;6;Silvia Carla Fonseca;0;5;18;22;0
5;1;Bacharelado em Museologia;Museologia e Comunicação III;40;6;Helena Uzeda e Julia Moraes ;0;4;13;17;0
5;1;Bacharelado em Museologia;Museologia e Comunicação III;40;8;Anaildo Baracal;0;5;18;22;0
5;1;Bacharelado em Museologia;Museologia e Comunicação III;40;8;Mario Chagas e Vinicius Zacarias;0;5;18;22;0
5;1;Bacharelado em Museologia;História do Brasil III;60;7;Lucia Grinberg;0;5;8;12;0
5;1;Bacharelado em Museologia;Metod da Pesq Aplic a Museologia;30;7;Jose Mauro Loureiro;0;5;14;17;0
5;1;Bacharelado em Museologia;Museologia e Comunicação IV;50;7;Jose Mauro Loureiro;1558571;2;9;11;0
5;1;Bacharelado em Museologia;Museologia e Comunicação IV;50;7;Julia Moraes e Anaildo Baracal e Helena Uzeda;1558571;2;14;16;0
5;1;Bacharelado em Museologia;Museologia e Comunicação IV;50;7;Julia Moraes e Anaildo Baracal e Helena Uzeda;1558571;4;16;18;0
5;1;Bacharelado em Museologia;Museologia VI;50;7;Andrea Costa;0;3;9;12;0
5;1;Bacharelado em Museologia;Patrimonio Natural;50;8;Deusana Machado;1055565;2;9;12;0
5;1;Bacharelado em Museologia;Patrimonio Natural;50;8;Deusana Machado;1055565;2;12;13;0
5;1;Bacharelado em Museologia;Museologia Aplic a Acervos I Indumentaria;30;4;Manon Salles;0;5;18;22;0
5;1;Bacharelado em Museologia;Museologia Aplic a Acervos II Indumentaria;30;8;Ludmila Costa;2341600;6;9;12;0
5;1;Bacharelado em Museologia;Museologia Aplic a Acervos II Indumentaria;30;8;Ludmila Costa;2341600;6;12;13;0
6;1;Bacharelado em Servico Social;Estagio Supervisionado I;20;5;Morena Gomes;0;5;18;22;0
6;1;Bacharelado em Servico Social;Tópicos Especiais em Servico Social;40;7;Rafaela Ribeiro;0;5;18;22;0
6;1;Bacharelado em Servico Social;Introdução a Filosofia;30;1;Eduardo Cruz;0;3;18;22;91318
6;1;Bacharelado em Servico Social;Introdução as Ciências Sociais;30;1;Aguardando professor;0;2;18;22;91318
6;1;Bacharelado em Servico Social;Formacao Historica do Brasil;30;2;Morena Marques;0;3;18;22;0
6;1;Bacharelado em Servico Social;Introdução ao Servico Social;30;1;Rafaela Ribeiro;0;6;18;22;91318
6;1;Bacharelado em Servico Social;Teoria Politica ;30;1;Rodrigo Castelo;0;5;18;22;91318
6;1;Bacharelado em Servico Social;Economia Politica;20;1;Pedro Rocha;0;4;18;22;91318
6;1;Bacharelado em Servico Social;Servico Social I;20;2;Natalia Perdomo;0;4;18;22;0
6;1;Bacharelado em Servico Social;Oficina de Extensao ;30;2;Vanessa Bezerra;0;6;18;22;0
6;1;Bacharelado em Servico Social;Trab e Questao Soc no Brasil;20;3;Rodrigo Castelo;0;2;18;22;0
6;1;Bacharelado em Servico Social;Feminismo e Rel Pat de Genero;50;5;Renata Costa;0;2;18;22;0
6;1;Bacharelado em Servico Social;Direito e Legislacao Social;20;2;Aguardando professor;0;5;18;22;0
6;1;Bacharelado em Servico Social;Politica Social I;20;3;Natalia Perdomo;0;3;18;22;0
6;1;Bacharelado em Servico Social;Estado Classe e Movs Sociais ;20;4;Aguardando professor;0;5;18;22;0
6;1;Bacharelado em Servico Social;Fundamentos da Ética;30;3;Carla Sartor;0;5;18;22;0
6;1;Bacharelado em Servico Social;Ética Profissional;20;4;Carla Sartor;0;6;18;22;0
6;1;Bacharelado em Servico Social;Servico Social II;20;3;Bruno Jose;0;4;18;22;0
6;1;Bacharelado em Servico Social;Servico Social III;20;4;Natalia Perdomo;0;2;18;22;0
6;1;Bacharelado em Servico Social;Politica Social II;20;4;Bruno Jose;0;3;18;22;0
6;1;Bacharelado em Servico Social;Serv Social e Proc de Trabalho;20;4;Renata Costa;0;4;18;22;0
6;1;Bacharelado em Servico Social;Estagio Supervisionado II;15;6;Giselle Souza;0;5;18;22;0
6;1;Bacharelado em Servico Social;Metod da Pesq Científica;20;6;Aguardando professor;0;2;18;22;0
6;1;Bacharelado em Servico Social;Metodos Tec e Inst do Serv Social;20;5;Aguardando professor;0;6;18;22;0
6;1;Bacharelado em Servico Social;Servico Social IV;30;5;Aguardando professor;0;4;18;22;0
6;1;Bacharelado em Servico Social;Politica Social III;30;5;Giselle Souza;0;3;18;22;0
6;1;Bacharelado em Servico Social;Planej e Gestão de Politicas Pub;20;6;Lobelia Faceira;0;6;18;22;0
6;1;Bacharelado em Servico Social;Racismo Est e Soc Capitalista;50;6;Vanessa Bezerra;0;3;18;22;0
6;1;Bacharelado em Servico Social;Aval e Monit de Politicas Publicas;30;7;Lobelia Faceira;0;4;18;22;0
7;1;Bacharelado em Turismo;Projeto de TCC;20;8;Joice Lavandoski;0;5;8;12;0
7;1;Bacharelado em Turismo;Empreend Inovacao e Turismo;25;8;Luciano Santos;0;4;8;12;0
7;1;Bacharelado em Turismo;Turismo em Espaco Rural;25;8;Telma Bassetti;0;3;8;12;0
7;1;Bacharelado em Turismo;Gerenciamento de Proj em Turismo;35;6;Luciano Santos;0;6;8;12;0
7;1;Bacharelado em Turismo;Turismo e Estudos de Genero;35;6;Telma Bassetti;0;5;8;12;0
7;1;Bacharelado em Turismo;Gastronomia e Turismo;35;6;Joice Lavandoski;0;4;8;12;0
7;1;Bacharelado em Turismo;Gestão Ambiental do Turismo;35;6;Eloise Botelho;0;3;8;12;0
7;1;Bacharelado em Turismo;Mkt Turismo e Midias Sociais;35;6;Izabel Faria;0;2;8;12;0
7;1;Bacharelado em Turismo;Turismo Ambiente e Sociedade;30;4;Eloise Botelho;0;4;14;18;0
7;1;Bacharelado em Turismo;Temas Emergentes em Turismo I;30;4;Luiz Alexandre Mees;0;2;14;18;0
7;1;Bacharelado em Turismo;Fundamentos da História para o Turismo;40;4;Vera Borges;0;6;8;12;0
7;1;Bacharelado em Turismo;Segmentacao e Turismo;40;4;Tiago Juliano;0;5;8;12;0
7;1;Bacharelado em Turismo;Planej e Org do Turismo;40;4;Tania Omena;0;4;8;12;0
7;1;Bacharelado em Turismo;Turismo Artes e Arquitetura;40;4;Simone Feigelson;0;3;8;12;0
7;1;Bacharelado em Turismo;Metodos e Tec de Pesq em Turismo;40;4;Joao Freitas;0;2;8;12;0
7;1;Bacharelado em Turismo;Ética e Turismo;40;2;Tania Omena;0;4;14;18;0
7;1;Bacharelado em Turismo;Elab de Roteiros Turisticos;40;2;Luiz Alexandre Mees;0;3;14;18;0
7;1;Bacharelado em Turismo;Elem Semiol do Disc Aplic ao Turismo;40;2;Izabel Faria;0;2;14;18;0
7;1;Bacharelado em Turismo;Turismo Direito e Desenvolvimento;40;2;Rodrigo Vilani;0;6;8;12;0
7;1;Bacharelado em Turismo;Geografia do Turismo;40;2;Jaqueline Elicher;0;5;8;12;0
7;1;Bacharelado em Turismo;Sociologia do Lazer e do Turismo;40;2;Camila Moraes;0;4;8;12;0
7;1;Bacharelado em Turismo;Mobilidades;40;2;Joao de Freitas;0;3;8;12;0
7;1;Bacharelado em Turismo;Turismo Artes e Arquitetura;40;2;Simone Feigelson;0;2;8;12;0
8;1;Licenciatura em Filosofia;Tópicos Especiais em Temas da Trad Filosofica Mod;30;8;Baptiste Grasset;0;5;18;22;0
8;1;Licenciatura em Filosofia;SL em Temas da Tradicao Filosofica III;25;6;Ecio Pisetta;0;5;20;22;0
8;1;Licenciatura em Filosofia;Opt Geral Filosofia e Subjetividade;30;6;Anna Hartmann;0;4;18;22;0
8;1;Licenciatura em Filosofia;Tópicos Especiais em Temas da Trad Filosofica Cont;30;8;Ecio Pisetta;0;3;18;22;0
8;1;Licenciatura em Filosofia;TCC 1;15;8;Angela Donini;0;3;16;18;0
8;1;Licenciatura em Filosofia;SL em Temas do Pensamento Social;25;6;Rodrigo Dantas;0;2;16;18;0
8;1;Licenciatura em Filosofia;SL em Temas de Metafisica B;25;4;Ecio Pisetta;0;5;18;20;0
8;1;Licenciatura em Filosofia;Filosofia Medieval;50;2;Eduardo Cruz;0;6;18;22;91215
8;1;Licenciatura em Filosofia;Filosofia Politica;50;2;Samir Haddad;0;4;18;22;91215
8;1;Licenciatura em Filosofia;Metafisica;50;2;Guilherme Cecilio;0;5;18;22;91215
8;1;Licenciatura em Filosofia;Lógica ;50;2;Vania Dutra;0;2;18;22;91215
8;1;Licenciatura em Filosofia;Filosofia da Cultura Brasileira I;40;2;Rodrigo Dantas;0;3;18;22;91215
8;1;Licenciatura em Filosofia;Tópicos Especiais em Temas de Metafisica;30;4;Guilherme Cecilio;0;2;18;22;0
8;1;Licenciatura em Filosofia;Opt Geral Filosofia da História;50;6;Pedro Rocha;0;6;18;22;0
8;1;Licenciatura em Filosofia;Filosofia da Ciência e da Tec;35;4;Dario Teixeira;0;6;18;22;0
9;1;Licenciatura em Ciências Sociais;Estágio Supervisionado I II III e IV;60;7;Joao Paulo Castro e Eliane Ribeiro;0;4;8;12;0
9;1;Licenciatura em Ciências Sociais;Antropologia e Modernidade;60;0;Joao Paulo Castro;0;2;14;18;0
9;1;Licenciatura em Ciências Sociais;Antropologia da Religião;30;0;Edlaine Gomes;0;6;14;18;0
9;1;Licenciatura em Ciências Sociais;Estudos sobre Esfera Publica;30;0;Andre Saldanha;0;3;14;18;0
9;1;Licenciatura em Ciências Sociais;Tópicos Especiais em Estudos Cult e Com I;30;0;Sergio Silva;0;5;14;18;0
9;1;Licenciatura em Ciências Sociais;Ciências Sociais no Brasil I;30;2;Wagner Damasceno;0;2;8;12;0
9;1;Licenciatura em Ciências Sociais;Metod do Ensino de Ciências Sociais;25;6;Rejane Prevot;0;6;8;12;0
9;1;Licenciatura em Ciências Sociais;Antropologia I;30;2;Natalia Lago;0;6;8;12;0
9;1;Licenciatura em Ciências Sociais;Sociologia Contemporânea;30;4;Clarisse Gurgel;0;6;8;12;0
9;1;Licenciatura em Ciências Sociais;Estudos Culturais e Comunicação;25;4;Sergio Silva;0;5;8;12;0
9;1;Licenciatura em Ciências Sociais;Antropologia Contemporânea;30;4;Marcella Beraldo;0;4;8;12;0
9;1;Licenciatura em Ciências Sociais;Estudos em Memória Social;30;4;Gabriel Souza;0;2;8;12;0
9;1;Licenciatura em Ciências Sociais;Etnografia em Cont Urbanos;30;0;Fernanda Muller;0;4;14;18;0
9;1;Licenciatura em Ciências Sociais;Estudos sobre Rel Raciais no Brasil;30;0;Wagner Damasceno;0;3;14;18;0
9;1;Licenciatura em Ciências Sociais;Teoria SocioLógica I;25;2;Gisele Araujo;0;4;8;12;0
9;1;Licenciatura em Ciências Sociais;Metod Quant Aplicada as CS;30;2;Andre Saldanha;0;5;8;12;0
